Date,Open,High,Low,Close,Volume
2019-12-31,143.30999755859375,143.60000610351562,142.8000030517578,142.89999389648438,5313500
2020-01-02,143.86000061035156,144.2100067138672,143.39999389648438,143.9499969482422,7733800
2020-01-03,145.75,146.32000732421875,145.39999389648438,145.86000061035156,12272800
2020-01-06,148.44000244140625,148.47999572753906,146.9499969482422,147.38999938964844,14403300
2020-01-07,147.57000732421875,148.13999938964844,147.42999267578125,147.97000122070312,7978500
2020-01-08,148.49000549316406,148.61000061035156,146.13999938964844,146.86000061035156,22248500
2020-01-09,146.07000732421875,146.41000366210938,145.44000244140625,146.02999877929688,10292300
2020-01-10,146.22000122070312,146.99000549316406,146.1699981689453,146.91000366210938,6183300
2020-01-13,146.35000610351562,146.3800048828125,145.77999877929688,145.82000732421875,7593800
2020-01-14,145.4199981689453,145.80999755859375,145.0800018310547,145.69000244140625,6589700
2020-01-15,146.2100067138672,146.72999572753906,145.82000732421875,146.5399932861328,6510000
2020-01-16,146.27000427246094,146.47000122070312,145.75999450683594,146.30999755859375,6069100
2020-01-17,146.50999450683594,146.99000549316406,146.30999755859375,146.5800018310547,11121100
2020-01-21,145.77000427246094,146.86000061035156,145.5500030517578,146.74000549316406,6086100
2020-01-22,146.67999267578125,146.80999755859375,146.3800048828125,146.7899932861328,4778200
2020-01-23,147.0,147.6199951171875,146.6199951171875,147.1199951171875,8419800
2020-01-24,146.89999389648438,148.3800048828125,146.88999938964844,147.97999572753906,9919900
2020-01-27,149.24000549316406,149.32000732421875,148.4600067138672,148.99000549316406,9988100
2020-01-28,148.36000061035156,148.55999755859375,147.52999877929688,147.66000366210938,7543100
2020-01-29,147.6999969482422,148.55999755859375,147.61000061035156,148.4600067138672,5013100
2020-01-30,148.69000244140625,149.30999755859375,148.00999450683594,148.47000122070312,9119500
2020-01-31,148.8800048828125,149.67999267578125,148.80999755859375,149.3300018310547,14788300
2020-02-03,148.66000366210938,148.77999877929688,147.67999267578125,148.36000061035156,9115100
2020-02-04,146.97000122070312,147.02999877929688,145.8000030517578,146.42999267578125,10525600
2020-02-05,146.3800048828125,146.80999755859375,146.16000366210938,146.61000061035156,6160700
2020-02-06,147.27999877929688,147.6300048828125,147.0,147.39999389648438,4819800
2020-02-07,147.8300018310547,148.17999267578125,147.33999633789062,147.7899932861328,6379300
2020-02-10,148.2100067138672,148.4499969482422,147.91000366210938,148.1699981689453,5793600
2020-02-11,148.02999877929688,148.16000366210938,147.00999450683594,147.66000366210938,5179400
2020-02-12,147.4199981689453,147.80999755859375,147.16000366210938,147.5399932861328,5040600
2020-02-13,148.24000549316406,148.5800018310547,147.9499969482422,148.3800048828125,7082100
2020-02-14,148.74000549316406,149.1300048828125,148.6300048828125,149.0,5345400
2020-02-18,149.8800048828125,151.08999633789062,149.47000122070312,150.91000366210938,11524900
2020-02-19,151.0,151.82000732421875,150.82000732421875,151.7899932861328,9269800
2020-02-20,152.0,152.8300018310547,151.9499969482422,152.41000366210938,8457300
2020-02-21,154.42999267578125,155.22000122070312,154.17999267578125,154.6999969482422,16344500
2020-02-24,158.5,158.52999877929688,155.36000061035156,156.08999633789062,27171000
2020-02-25,155.1199951171875,156.0800018310547,152.91000366210938,153.3000030517578,28091500
2020-02-26,153.82000732421875,155.27999877929688,152.89999389648438,153.97000122070312,17912500
2020-02-27,155.5800018310547,156.27000427246094,153.89999389648438,154.0,27878500
2020-02-28,152.7100067138672,152.77000427246094,147.0500030517578,148.3800048828125,42707100
2020-03-02,150.0,150.72999572753906,149.0399932861328,149.1999969482422,16295400
2020-03-03,150.83999633789062,155.24000549316406,150.74000549316406,153.88999938964844,28687700
2020-03-04,154.39999389648438,154.9600067138672,153.6999969482422,154.16000366210938,12315500
2020-03-05,156.05999755859375,157.6199951171875,155.72000122070312,157.49000549316406,17973500
2020-03-06,158.3300018310547,159.25,154.5399932861328,157.5500030517578,26973400
2020-03-09,158.60000610351562,159.3699951171875,156.3300018310547,157.80999755859375,24868700
2020-03-10,156.17999267578125,156.41000366210938,154.38999938964844,154.47999572753906,18811500
2020-03-11,156.25,156.5,153.61000061035156,153.92999267578125,18159900
2020-03-12,151.52999877929688,151.5500030517578,146.85000610351562,147.7899932861328,32893400
2020-03-13,149.4199981689453,149.60000610351562,141.5800018310547,143.27999877929688,35177200
2020-03-16,137.55999755859375,142.9600067138672,136.1199951171875,141.63999938964844,24496000
2020-03-17,140.17999267578125,146.1999969482422,139.92999267578125,143.55999755859375,24490300
2020-03-18,141.75,142.8800048828125,138.5,140.6999969482422,21953400
2020-03-19,139.0800018310547,140.5,137.85000610351562,138.0399932861328,20828900
2020-03-20,140.7100067138672,141.1699981689453,139.13999938964844,140.11000061035156,20056000
2020-03-23,142.67999267578125,146.92999267578125,142.27999877929688,146.3000030517578,28275200
2020-03-24,153.5,155.66000366210938,152.0500030517578,153.39999389648438,20743500
2020-03-25,152.5800018310547,152.8800048828125,151.00999450683594,151.3000030517578,16457200
2020-03-26,153.30999755859375,154.80999755859375,152.0800018310547,153.24000549316406,12778200
2020-03-27,153.0,153.5500030517578,152.0,152.25,9824600
2020-03-30,152.41000366210938,153.0800018310547,151.57000732421875,152.9199981689453,12080900
2020-03-31,151.36000061035156,151.8000030517578,147.97000122070312,148.0500030517578,13319500
2020-04-01,148.1999969482422,150.0800018310547,147.85000610351562,149.4499969482422,11827400
2020-04-02,151.1999969482422,152.5,150.6999969482422,151.89999389648438,9188300
2020-04-03,152.22999572753906,153.08999633789062,151.66000366210938,152.64999389648438,8469100
2020-04-06,154.16000366210938,157.22000122070312,153.9600067138672,156.8800048828125,14739300
2020-04-07,155.3300018310547,156.13999938964844,154.3800048828125,156.0399932861328,9195400
2020-04-08,155.91000366210938,155.94000244140625,154.58999633789062,154.64999389648438,7600800
2020-04-09,158.0800018310547,159.0800018310547,157.2100067138672,158.69000244140625,18123000
2020-04-13,159.1699981689453,162.3800048828125,158.6300048828125,161.41000366210938,20549200
2020-04-14,162.72999572753906,164.4199981689453,161.77999877929688,162.67999267578125,17095100
2020-04-15,161.8000030517578,162.5399932861328,160.80999755859375,161.85000610351562,12141900
2020-04-16,161.8800048828125,163.14999389648438,160.64999389648438,161.7100067138672,9233200
2020-04-17,159.72000122070312,160.07000732421875,158.1199951171875,158.57000732421875,14652700
2020-04-20,158.6199951171875,160.22000122070312,158.4600067138672,159.6999969482422,10688700
2020-04-21,157.60000610351562,159.2100067138672,157.0399932861328,158.61000061035156,12478100
2020-04-22,160.5,161.74000549316406,160.4199981689453,161.72999572753906,12937100
2020-04-23,162.38999938964844,163.60000610351562,161.83999633789062,163.33999633789062,14928500
2020-04-24,163.1300048828125,163.30999755859375,160.88999938964844,162.63999938964844,11203600
2020-04-27,161.8800048828125,162.0,160.41000366210938,161.55999755859375,9033500
2020-04-28,160.88999938964844,160.97999572753906,159.16000366210938,160.83999633789062,10383000
2020-04-29,160.10000610351562,161.85000610351562,159.75999450683594,161.72999572753906,12232300
2020-04-30,160.22000122070312,160.82000732421875,158.1300048828125,158.8000030517578,13633500
2020-05-01,158.0,160.4499969482422,157.8000030517578,159.77999877929688,10914300
2020-05-04,160.3300018310547,160.9499969482422,159.91000366210938,160.33999633789062,7986200
2020-05-05,160.16000366210938,161.10000610351562,159.3300018310547,161.02000427246094,10563100
2020-05-06,158.99000549316406,159.80999755859375,158.10000610351562,158.9499969482422,13352000
2020-05-07,159.5,161.9600067138672,159.36000061035156,161.38999938964844,13691700
2020-05-08,161.0800018310547,162.0,160.0,160.4199981689453,12244600
2020-05-11,160.33999633789062,160.7100067138672,158.88999938964844,159.4199981689453,11209800
2020-05-12,160.3000030517578,160.9499969482422,159.72000122070312,160.0399932861328,10406000
2020-05-13,160.94000244140625,161.6199951171875,160.5399932861328,161.5800018310547,10950400
2020-05-14,161.52999877929688,163.33999633789062,161.50999450683594,163.00999450683594,17084400
2020-05-15,164.02000427246094,164.8000030517578,163.0800018310547,163.92999267578125,13918800
2020-05-18,164.3300018310547,164.5,162.41000366210938,162.69000244140625,14137900
2020-05-19,163.60000610351562,164.42999267578125,163.0399932861328,164.25999450683594,8535800
2020-05-20,164.5399932861328,164.9600067138672,163.88999938964844,164.64999389648438,10666100
2020-05-21,163.4600067138672,163.5800018310547,161.3699951171875,162.25,11791000
2020-05-22,162.8800048828125,163.47000122070312,162.74000549316406,163.2100067138672,8540900
2020-05-26,162.5800018310547,162.5800018310547,160.69000244140625,160.88999938964844,13972000
2020-05-27,159.4199981689453,161.33999633789062,159.1999969482422,161.17999267578125,13063500
2020-05-28,162.1199951171875,162.4600067138672,160.89999389648438,161.72000122070312,9758500
2020-05-29,162.5800018310547,163.39999389648438,162.32000732421875,162.91000366210938,12584000
2020-06-01,162.9199981689453,163.74000549316406,162.38999938964844,163.66000366210938,8140200
2020-06-02,163.88999938964844,164.0800018310547,161.86000061035156,162.60000610351562,10388900
2020-06-03,160.33999633789062,160.89999389648438,158.82000732421875,159.60000610351562,17000500
2020-06-04,161.13999938964844,161.8699951171875,159.83999633789062,161.27999877929688,10094000
2020-06-05,158.72000122070312,158.72000122070312,157.0399932861328,158.00999450683594,16021200
2020-06-08,158.89999389648438,159.86000061035156,158.47000122070312,159.72000122070312,9244400
2020-06-09,161.10000610351562,161.77999877929688,160.8699951171875,161.25999450683594,9045600
2020-06-10,162.10000610351562,163.6300048828125,160.52000427246094,163.57000732421875,13009300
2020-06-11,163.35000610351562,164.05999755859375,161.97000122070312,162.38999938964844,11673900
2020-06-12,163.41000366210938,163.8800048828125,162.55999755859375,162.6199951171875,6895400
2020-06-15,160.52000427246094,162.55999755859375,160.16000366210938,162.3300018310547,8532500
2020-06-16,161.85000610351562,162.69000244140625,161.36000061035156,162.25,7964000
2020-06-17,162.0,162.6199951171875,161.77000427246094,162.55999755859375,4758200
2020-06-18,162.1999969482422,162.32000732421875,161.44000244140625,162.24000549316406,5397600
2020-06-19,162.8699951171875,164.08999633789062,162.77999877929688,164.02999877929688,12187400
2020-06-22,165.05999755859375,165.72999572753906,164.41000366210938,165.08999633789062,12385600
2020-06-23,165.6300048828125,166.52000427246094,165.52000427246094,166.47999572753906,12137300
2020-06-24,166.00999450683594,166.99000549316406,165.4499969482422,165.89999389648438,10901400
2020-06-25,165.88999938964844,165.91000366210938,165.16000366210938,165.8000030517578,7093800
2020-06-26,164.8699951171875,166.55999755859375,164.22000122070312,166.5399932861328,9753500
2020-06-29,166.55999755859375,166.8000030517578,166.17999267578125,166.6300048828125,6735700
2020-06-30,166.30999755859375,167.99000549316406,166.19000244140625,167.3699951171875,12762300
2020-07-01,167.0500030517578,167.05999755859375,165.33999633789062,166.6199951171875,13214800
2020-07-02,166.1999969482422,167.24000549316406,166.02000427246094,166.97999572753906,8753500
2020-07-06,167.75,168.0,167.19000244140625,167.97999572753906,7265700
2020-07-07,167.41000366210938,169.0399932861328,167.3800048828125,169.0399932861328,11633100
2020-07-08,170.32000732421875,170.86000061035156,169.77999877929688,170.08999633789062,11662700
2020-07-09,170.47999572753906,170.63999938964844,168.77999877929688,169.6300048828125,13327400
2020-07-10,169.9499969482422,170.14999389648438,168.57000732421875,169.19000244140625,8218000
2020-07-13,170.2899932861328,170.4199981689453,169.16000366210938,169.39999389648438,11095900
2020-07-14,168.97000122070312,170.1999969482422,168.80999755859375,170.19000244140625,9812700
2020-07-15,169.6199951171875,170.42999267578125,169.38999938964844,170.33999633789062,7533800
2020-07-16,169.8000030517578,170.0,168.64999389648438,168.72999572753906,10242400
2020-07-17,169.94000244140625,170.27000427246094,169.61000061035156,170.1199951171875,10296000
2020-07-20,170.75999450683594,171.07000732421875,170.27000427246094,170.94000244140625,10095500
2020-07-21,172.52999877929688,173.25,172.30999755859375,173.0,12864600
2020-07-22,174.0500030517578,175.77000427246094,173.75999450683594,175.6300048828125,18712500
2020-07-23,176.1699981689453,178.41000366210938,175.64999389648438,177.17999267578125,23006800
2020-07-24,179.13999938964844,179.16000366210938,178.1999969482422,178.6999969482422,15601300
2020-07-27,181.85000610351562,182.8300018310547,181.52999877929688,182.22999572753906,21115600
2020-07-28,182.02000427246094,184.25999450683594,181.4199981689453,183.75,21164600
2020-07-29,184.00999450683594,186.13999938964844,182.38999938964844,185.1300048828125,25640100
2020-07-30,183.44000244140625,184.3300018310547,182.1300048828125,183.75999450683594,18061200
2020-07-31,184.50999450683594,185.75,184.1699981689453,185.42999267578125,15885000
2020-08-03,185.0500030517578,185.82000732421875,184.1999969482422,185.63999938964844,12897000
2020-08-04,185.61000061035156,189.60000610351562,185.2100067138672,189.58999633789062,20773200
2020-08-05,191.64999389648438,193.1300048828125,190.6199951171875,191.35000610351562,27193700
2020-08-06,193.74000549316406,194.4499969482422,192.52000427246094,193.88999938964844,20640100
2020-08-07,192.7100067138672,192.9600067138672,189.3300018310547,190.80999755859375,24570200
2020-08-10,191.1999969482422,192.61000061035156,189.66000366210938,190.14999389648438,19047200
2020-08-11,183.57000732421875,183.97999572753906,179.42999267578125,179.94000244140625,45355000
2020-08-12,182.61000061035156,183.10000610351562,179.0399932861328,179.10000610351562,28779400
2020-08-13,181.55999755859375,184.6999969482422,181.36000061035156,183.3300018310547,18596800
2020-08-14,183.44000244140625,183.72000122070312,181.49000549316406,182.5399932861328,11792000
2020-08-17,184.69000244140625,187.00999450683594,184.66000366210938,186.5,15709800
2020-08-18,189.17999267578125,189.39999389648438,185.6300048828125,188.17999267578125,16291600
2020-08-19,187.2100067138672,187.4600067138672,181.7100067138672,182.24000549316406,24646900
2020-08-20,181.19000244140625,183.7100067138672,180.92999267578125,183.5,16692200
2020-08-21,182.13999938964844,182.80999755859375,180.47000122070312,182.02999877929688,12713700
2020-08-24,182.91000366210938,182.92999267578125,180.69000244140625,181.0,11605800
2020-08-25,181.05999755859375,181.25,179.72999572753906,181.22000122070312,10056100
2020-08-26,180.25999450683594,183.5800018310547,180.1999969482422,183.36000061035156,12715800
2020-08-27,185.0,185.1699981689453,179.3699951171875,181.24000549316406,16299200
2020-08-28,183.97999572753906,185.39999389648438,183.39999389648438,184.38999938964844,13200800
2020-08-31,184.7899932861328,185.52999877929688,184.27999877929688,184.8300018310547,10251200
2020-09-01,186.99000549316406,186.99000549316406,184.3300018310547,185.0500030517578,10689100
2020-09-02,183.75,183.86000061035156,181.5,182.6199951171875,11536900
2020-09-03,182.3000030517578,182.82000732421875,180.49000549316406,181.13999938964844,12148100
2020-09-04,180.9499969482422,182.10000610351562,180.0500030517578,181.63999938964844,11567900
2020-09-08,179.5,182.27000427246094,179.02000427246094,181.2899932861328,13229200
2020-09-09,182.5,183.22000122070312,182.19000244140625,183.0500030517578,8424100
2020-09-10,184.22999572753906,184.67999267578125,182.27999877929688,182.4600067138672,9143600
2020-09-11,183.13999938964844,183.5500030517578,182.00999450683594,182.4499969482422,7662300
2020-09-14,183.57000732421875,184.3000030517578,183.38999938964844,183.88999938964844,9709500
2020-09-15,184.4600067138672,184.6699981689453,182.9199981689453,183.4499969482422,7993700
2020-09-16,184.97999572753906,185.00999450683594,183.3300018310547,183.97000122070312,12702400
2020-09-17,181.9199981689453,183.08999633789062,181.47999572753906,182.9600067138672,8836200
2020-09-18,183.07000732421875,184.08999633789062,182.63999938964844,183.1999969482422,9959700
2020-09-21,179.83999633789062,180.2899932861328,176.75,179.52000427246094,17436100
2020-09-22,179.6300048828125,180.02000427246094,178.11000061035156,178.64999389648438,7977900
2020-09-23,176.97999572753906,177.25999450683594,174.10000610351562,174.7899932861328,18134000
2020-09-24,174.36000061035156,176.24000549316406,173.77000427246094,175.44000244140625,11759200
2020-09-25,174.41000366210938,175.3000030517578,173.88999938964844,174.94000244140625,6779200
2020-09-28,175.8300018310547,176.80999755859375,175.08999633789062,176.6999969482422,7109700
2020-09-29,177.19000244140625,178.3300018310547,176.9499969482422,178.19000244140625,8718500
2020-09-30,177.7100067138672,178.61000061035156,176.66000366210938,177.1199951171875,8371800
2020-10-01,178.7100067138672,179.5,178.0399932861328,178.6999969482422,10402800
2020-10-02,178.69000244140625,179.2899932861328,178.16000366210938,178.5399932861328,7488500
2020-10-05,179.02000427246094,180.13999938964844,178.89999389648438,179.41000366210938,6969600
2020-10-06,180.16000366210938,180.3699951171875,177.0500030517578,177.3000030517578,8632800
2020-10-07,177.08999633789062,177.4199981689453,176.42999267578125,177.22000122070312,6410900
2020-10-08,178.17999267578125,178.4499969482422,176.6699981689453,177.85000610351562,6530800
2020-10-09,180.1300048828125,181.1699981689453,179.92999267578125,181.0800018310547,15979800
2020-10-12,180.57000732421875,180.8300018310547,180.19000244140625,180.55999755859375,4843000
2020-10-13,178.55999755859375,178.60000610351562,177.10000610351562,177.72000122070312,8384300
2020-10-14,179.08999633789062,179.58999633789062,178.27000427246094,178.27000427246094,9100900
2020-10-15,177.7100067138672,179.14999389648438,177.58999633789062,178.9199981689453,6815400
2020-10-16,179.22000122070312,179.32000732421875,178.1300048828125,178.3000030517578,7260700
2020-10-19,179.41000366210938,179.47999572753906,178.3699951171875,178.38999938964844,6084400
2020-10-20,178.5399932861328,179.6699981689453,178.0800018310547,179.25,7121400
2020-10-21,180.47000122070312,181.30999755859375,180.22999572753906,180.60000610351562,7548100
2020-10-22,178.8800048828125,179.02999877929688,177.72000122070312,178.8300018310547,8377000
2020-10-23,179.08999633789062,179.1999969482422,177.75999450683594,178.63999938964844,5919300
2020-10-26,178.75,179.13999938964844,178.22000122070312,178.5500030517578,5105100
2020-10-27,178.7100067138672,179.42999267578125,178.50999450683594,179.02000427246094,5826900
2020-10-28,176.4499969482422,176.85000610351562,175.44000244140625,176.1300048828125,11734100
2020-10-29,175.02000427246094,176.13999938964844,174.8300018310547,175.39999389648438,8474500
2020-10-30,177.17999267578125,177.36000061035156,175.9499969482422,176.1999969482422,7303000
2020-11-02,177.4499969482422,177.92999267578125,177.1300048828125,177.91000366210938,6498400
2020-11-03,178.9499969482422,179.38999938964844,178.3000030517578,178.9199981689453,7577200
2020-11-04,178.92999267578125,179.19000244140625,177.66000366210938,178.82000732421875,11117300
2020-11-05,181.0,183.2899932861328,180.97000122070312,182.92999267578125,16102800
